age	education	marital-status	occupation	race	_row_id	income
17-36	Assoc-voc,Assoc-acdm,10th,11th	Never-married,Separated	Farming-fishing,Sales,Craft-repair,Priv-house-serv	Black	4069	<=50K
17-36	Assoc-voc,Assoc-acdm,10th,11th	Never-married,Separated	Farming-fishing,Sales,Craft-repair,Priv-house-serv	Black	4750	<=50K
17-36	Assoc-voc,Assoc-acdm,10th,11th	Never-married,Separated	Farming-fishing,Sales,Craft-repair,Priv-house-serv	Black	6263	<=50K
17-36	Assoc-voc,Assoc-acdm,10th,11th	Never-married,Separated	Farming-fishing,Sales,Craft-repair,Priv-house-serv	Black	7014	<=50K
17-36	Assoc-voc,Assoc-acdm,10th,11th	Never-married,Separated	Farming-fishing,Sales,Craft-repair,Priv-house-serv	Black	8110	<=50K
17-36	Assoc-voc,Assoc-acdm,10th,11th	Never-married,Separated	Farming-fishing,Sales,Craft-repair,Priv-house-serv	Black	8229	<=50K
17-36	Assoc-voc,Assoc-acdm,10th,11th	Never-married,Separated	Farming-fishing,Sales,Craft-repair,Priv-house-serv	Black	8543	<=50K
17-36	Assoc-voc,Assoc-acdm,10th,11th	Never-married,Separated	Farming-fishing,Sales,Craft-repair,Priv-house-serv	Black	10021	<=50K
17-36	Assoc-voc,Assoc-acdm,10th,11th	Never-married,Separated	Farming-fishing,Sales,Craft-repair,Priv-house-serv	Black	10780	<=50K
17-36	Assoc-voc,Assoc-acdm,10th,11th	Never-married,Separated	Farming-fishing,Sales,Craft-repair,Priv-house-serv	Black	10931	<=50K
17-36	Assoc-voc,Assoc-acdm,10th,11th	Never-married,Separated	Farming-fishing,Sales,Craft-repair,Priv-house-serv	Black	12987	<=50K
17-36	Assoc-voc,Assoc-acdm,10th,11th	Never-married,Separated	Farming-fishing,Sales,Craft-repair,Priv-house-serv	Black	13915	<=50K
17-36	Assoc-voc,Assoc-acdm,10th,11th	Never-married,Separated	Farming-fishing,Sales,Craft-repair,Priv-house-serv	Black	14132	<=50K
17-36	Assoc-voc,Assoc-acdm,10th,11th	Never-married,Separated	Farming-fishing,Sales,Craft-repair,Priv-house-serv	Black	14974	<=50K
17-36	Assoc-voc,Assoc-acdm,10th,11th	Never-married,Separated	Farming-fishing,Sales,Craft-repair,Priv-house-serv	Black	15411	<=50K
17-36	Assoc-voc,Assoc-acdm,10th,11th	Never-married,Separated	Farming-fishing,Sales,Craft-repair,Priv-house-serv	Black	15754	<=50K
17-36	Assoc-voc,Assoc-acdm,10th,11th	Never-married,Separated	Farming-fishing,Sales,Craft-repair,Priv-house-serv	Black	15903	<=50K
17-36	Assoc-voc,Assoc-acdm,10th,11th	Never-married,Separated	Farming-fishing,Sales,Craft-repair,Priv-house-serv	Black	16294	<=50K
17-36	Assoc-voc,Assoc-acdm,10th,11th	Never-married,Separated	Farming-fishing,Sales,Craft-repair,Priv-house-serv	Black	17029	<=50K
17-36	Assoc-voc,Assoc-acdm,10th,11th	Never-married,Separated	Farming-fishing,Sales,Craft-repair,Priv-house-serv	Black	18856	<=50K
17-36	Assoc-voc,Assoc-acdm,10th,11th	Never-married,Separated	Farming-fishing,Sales,Craft-repair,Priv-house-serv	Black	18877	<=50K
17-36	Assoc-voc,Assoc-acdm,10th,11th	Never-married,Separated	Farming-fishing,Sales,Craft-repair,Priv-house-serv	Black	23933	<=50K
17-36	Assoc-voc,Assoc-acdm,10th,11th	Never-married,Separated	Farming-fishing,Sales,Craft-repair,Priv-house-serv	Black	26884	<=50K
17-36	Assoc-voc,Assoc-acdm,10th,11th	Never-married,Separated	Farming-fishing,Sales,Craft-repair,Priv-house-serv	Black	27839	<=50K
17-36	Assoc-voc,Assoc-acdm,10th,11th	Never-married,Separated	Farming-fishing,Sales,Craft-repair,Priv-house-serv	Black	27873	<=50K
17-36	Assoc-voc,Assoc-acdm,10th,11th	Never-married,Separated	Farming-fishing,Sales,Craft-repair,Priv-house-serv	Black	28554	<=50K
17-36	Assoc-voc,Assoc-acdm,10th,11th	Never-married,Separated	Farming-fishing,Sales,Craft-repair,Priv-house-serv	Black	28614	<=50K
17-36	Assoc-voc,Assoc-acdm,10th,11th	Never-married,Separated	Farming-fishing,Sales,Craft-repair,Priv-house-serv	Black	29083	<=50K
17-36	Assoc-voc,Assoc-acdm,10th,11th	Never-married,Separated	Farming-fishing,Sales,Craft-repair,Priv-house-serv	Black	29188	<=50K
17-36	Assoc-voc,Assoc-acdm,10th,11th	Never-married,Separated	Farming-fishing,Sales,Craft-repair,Priv-house-serv	Black	29769	<=50K
17-36	Assoc-voc,Assoc-acdm,10th,11th	Never-married,Separated	Farming-fishing,Sales,Craft-repair,Priv-house-serv	Black	30023	<=50K
17-36	Assoc-voc,Assoc-acdm,10th,11th	Never-married,Separated	Farming-fishing,Sales,Craft-repair,Priv-house-serv	Black	30181	<=50K
17-36	Assoc-voc,Assoc-acdm,10th,11th	Never-married,Separated	Farming-fishing,Sales,Craft-repair,Priv-house-serv	Black	30194	<=50K
17-36	Assoc-voc,Assoc-acdm,10th,11th	Never-married,Separated	Farming-fishing,Sales,Craft-repair,Priv-house-serv	Black	30756	<=50K
17-36	Assoc-voc,Assoc-acdm,10th,11th	Never-married,Separated	Farming-fishing,Sales,Craft-repair,Priv-house-serv	Black	32504	<=50K
17-36	Assoc-voc,Assoc-acdm,10th,11th	Never-married,Separated	Farming-fishing,Sales,Craft-repair,Priv-house-serv	Black	35992	<=50K
17-36	Assoc-voc,Assoc-acdm,10th,11th	Never-married,Separated	Farming-fishing,Sales,Craft-repair,Priv-house-serv	Black	36068	<=50K
17-36	Assoc-voc,Assoc-acdm,10th,11th	Never-married,Separated	Farming-fishing,Sales,Craft-repair,Priv-house-serv	Black	36169	<=50K
17-36	Assoc-voc,Assoc-acdm,10th,11th	Never-married,Separated	Farming-fishing,Sales,Craft-repair,Priv-house-serv	Black	37398	<=50K
17-36	Assoc-voc,Assoc-acdm,10th,11th	Never-married,Separated	Farming-fishing,Sales,Craft-repair,Priv-house-serv	Black	37537	<=50K
17-36	Assoc-voc,Assoc-acdm,10th,11th	Never-married,Separated	Farming-fishing,Sales,Craft-repair,Priv-house-serv	Black	37587	<=50K
17-36	Assoc-voc,Assoc-acdm,10th,11th	Never-married,Separated	Farming-fishing,Sales,Craft-repair,Priv-house-serv	Black	39884	<=50K
17-36	Assoc-voc,Assoc-acdm,10th,11th	Never-married,Separated	Farming-fishing,Sales,Craft-repair,Priv-house-serv	Black	40186	<=50K
17-36	Assoc-voc,Assoc-acdm,10th,11th	Never-married,Separated	Farming-fishing,Sales,Craft-repair,Priv-house-serv	Black	40938	<=50K
17-36	Assoc-voc,Assoc-acdm,10th,11th	Never-married,Separated	Farming-fishing,Sales,Craft-repair,Priv-house-serv	Black	41171	<=50K
17-36	Assoc-voc,Assoc-acdm,10th,11th	Never-married,Separated	Farming-fishing,Sales,Craft-repair,Priv-house-serv	Black	42358	<=50K
17-36	Assoc-voc,Assoc-acdm,10th,11th	Never-married,Separated	Farming-fishing,Sales,Craft-repair,Priv-house-serv	Black	43582	<=50K
17-36	Assoc-voc,Assoc-acdm,10th,11th	Never-married,Separated	Farming-fishing,Sales,Craft-repair,Priv-house-serv	Black	43969	<=50K
17-36	Assoc-voc,Assoc-acdm,10th,11th	Never-married,Separated	Farming-fishing,Sales,Craft-repair,Priv-house-serv	Black	44040	<=50K
17-36	Assoc-voc,Assoc-acdm,10th,11th	Never-married,Separated	Farming-fishing,Sales,Craft-repair,Priv-house-serv	Black	44306	<=50K
17-36	Assoc-voc,Assoc-acdm,10th,11th	Never-married,Separated	Farming-fishing,Sales,Craft-repair,Priv-house-serv	Black	44448	<=50K
17-36	Assoc-voc,Assoc-acdm,10th,11th	Never-married,Separated	Farming-fishing,Sales,Craft-repair,Priv-house-serv	Black	46449	<=50K
17-36	Assoc-voc,Assoc-acdm,10th,11th	Never-married,Separated	Farming-fishing,Sales,Craft-repair,Priv-house-serv	Black	46522	<=50K
17-36	Assoc-voc,Assoc-acdm,10th,11th	Never-married,Separated	Farming-fishing,Sales,Craft-repair,Priv-house-serv	Black	48430	<=50K
17-36	Assoc-voc,Assoc-acdm,10th,11th	Never-married,Separated	Farming-fishing,Sales,Craft-repair,Priv-house-serv	Black	48501	<=50K
17-36	Assoc-voc,Assoc-acdm,10th,11th	Never-married,Separated	Farming-fishing,Sales,Craft-repair,Priv-house-serv	Black	48630	<=50K
17-36	Assoc-voc,Assoc-acdm,10th,11th	Never-married,Separated	Farming-fishing,Sales,Craft-repair,Priv-house-serv	Black	40120	>50K
17-36	10th,Assoc-acdm,5th-6th,11th	Never-married	Transport-moving,Exec-managerial,Handlers-cleaners	Black	1372	<=50K
17-36	10th,Assoc-acdm,5th-6th,11th	Never-married	Transport-moving,Exec-managerial,Handlers-cleaners	Black	4252	<=50K
17-36	10th,Assoc-acdm,5th-6th,11th	Never-married	Transport-moving,Exec-managerial,Handlers-cleaners	Black	5386	<=50K
17-36	10th,Assoc-acdm,5th-6th,11th	Never-married	Transport-moving,Exec-managerial,Handlers-cleaners	Black	6176	<=50K
17-36	10th,Assoc-acdm,5th-6th,11th	Never-married	Transport-moving,Exec-managerial,Handlers-cleaners	Black	8024	<=50K
17-36	10th,Assoc-acdm,5th-6th,11th	Never-married	Transport-moving,Exec-managerial,Handlers-cleaners	Black	9252	<=50K
17-36	10th,Assoc-acdm,5th-6th,11th	Never-married	Transport-moving,Exec-managerial,Handlers-cleaners	Black	9532	<=50K
17-36	10th,Assoc-acdm,5th-6th,11th	Never-married	Transport-moving,Exec-managerial,Handlers-cleaners	Black	11073	<=50K
17-36	10th,Assoc-acdm,5th-6th,11th	Never-married	Transport-moving,Exec-managerial,Handlers-cleaners	Black	14248	<=50K
17-36	10th,Assoc-acdm,5th-6th,11th	Never-married	Transport-moving,Exec-managerial,Handlers-cleaners	Black	15668	<=50K
17-36	10th,Assoc-acdm,5th-6th,11th	Never-married	Transport-moving,Exec-managerial,Handlers-cleaners	Black	15848	<=50K
17-36	10th,Assoc-acdm,5th-6th,11th	Never-married	Transport-moving,Exec-managerial,Handlers-cleaners	Black	18796	<=50K
17-36	10th,Assoc-acdm,5th-6th,11th	Never-married	Transport-moving,Exec-managerial,Handlers-cleaners	Black	20964	<=50K
17-36	10th,Assoc-acdm,5th-6th,11th	Never-married	Transport-moving,Exec-managerial,Handlers-cleaners	Black	21469	<=50K
17-36	10th,Assoc-acdm,5th-6th,11th	Never-married	Transport-moving,Exec-managerial,Handlers-cleaners	Black	22468	<=50K
17-36	10th,Assoc-acdm,5th-6th,11th	Never-married	Transport-moving,Exec-managerial,Handlers-cleaners	Black	23724	<=50K
17-36	10th,Assoc-acdm,5th-6th,11th	Never-married	Transport-moving,Exec-managerial,Handlers-cleaners	Black	27037	<=50K
17-36	10th,Assoc-acdm,5th-6th,11th	Never-married	Transport-moving,Exec-managerial,Handlers-cleaners	Black	27650	<=50K
17-36	10th,Assoc-acdm,5th-6th,11th	Never-married	Transport-moving,Exec-managerial,Handlers-cleaners	Black	35942	<=50K
17-36	10th,Assoc-acdm,5th-6th,11th	Never-married	Transport-moving,Exec-managerial,Handlers-cleaners	Black	39254	<=50K
17-36	10th,Assoc-acdm,5th-6th,11th	Never-married	Transport-moving,Exec-managerial,Handlers-cleaners	Black	42369	<=50K
17-36	10th,Assoc-acdm,5th-6th,11th	Never-married	Transport-moving,Exec-managerial,Handlers-cleaners	Black	42973	<=50K
17-36	10th,Assoc-acdm,5th-6th,11th	Never-married	Transport-moving,Exec-managerial,Handlers-cleaners	Black	43583	<=50K
17-36	10th,Assoc-acdm,5th-6th,11th	Never-married	Transport-moving,Exec-managerial,Handlers-cleaners	Black	44796	<=50K
17-36	10th,Assoc-acdm,5th-6th,11th	Never-married	Transport-moving,Exec-managerial,Handlers-cleaners	Black	45003	<=50K
17-36	10th,Assoc-acdm,5th-6th,11th	Never-married	Transport-moving,Exec-managerial,Handlers-cleaners	Black	41910	>50K
24-36	10th,Assoc-acdm,11th	Separated	Transport-moving,Exec-managerial,Handlers-cleaners	Black,White	1246	<=50K
24-36	10th,Assoc-acdm,11th	Separated	Transport-moving,Exec-managerial,Handlers-cleaners	Black,White	4460	<=50K
24-36	10th,Assoc-acdm,11th	Separated	Transport-moving,Exec-managerial,Handlers-cleaners	Black,White	7203	<=50K
24-36	10th,Assoc-acdm,11th	Separated	Transport-moving,Exec-managerial,Handlers-cleaners	Black,White	9880	<=50K
24-36	10th,Assoc-acdm,11th	Separated	Transport-moving,Exec-managerial,Handlers-cleaners	Black,White	12615	<=50K
24-36	10th,Assoc-acdm,11th	Separated	Transport-moving,Exec-managerial,Handlers-cleaners	Black,White	13285	<=50K
24-36	10th,Assoc-acdm,11th	Separated	Transport-moving,Exec-managerial,Handlers-cleaners	Black,White	13298	<=50K
24-36	10th,Assoc-acdm,11th	Separated	Transport-moving,Exec-managerial,Handlers-cleaners	Black,White	15574	<=50K
24-36	10th,Assoc-acdm,11th	Separated	Transport-moving,Exec-managerial,Handlers-cleaners	Black,White	16070	<=50K
24-36	10th,Assoc-acdm,11th	Separated	Transport-moving,Exec-managerial,Handlers-cleaners	Black,White	16511	<=50K
24-36	10th,Assoc-acdm,11th	Separated	Transport-moving,Exec-managerial,Handlers-cleaners	Black,White	18614	<=50K
24-36	10th,Assoc-acdm,11th	Separated	Transport-moving,Exec-managerial,Handlers-cleaners	Black,White	19545	<=50K
24-36	10th,Assoc-acdm,11th	Separated	Transport-moving,Exec-managerial,Handlers-cleaners	Black,White	35085	<=50K
24-36	10th,Assoc-acdm,11th	Separated	Transport-moving,Exec-managerial,Handlers-cleaners	Black,White	38494	<=50K
24-36	10th,Assoc-acdm,11th	Separated	Transport-moving,Exec-managerial,Handlers-cleaners	Black,White	39695	<=50K
24-36	10th,Assoc-acdm,11th	Separated	Transport-moving,Exec-managerial,Handlers-cleaners	Black,White	44737	<=50K
24-36	10th,Assoc-acdm,11th	Separated	Transport-moving,Exec-managerial,Handlers-cleaners	Black,White	47960	<=50K
24-36	10th,Assoc-acdm,11th	Separated	Transport-moving,Exec-managerial,Handlers-cleaners	Black,White	40578	>50K
18-36	Assoc-voc,HS-grad	Never-married	Sales,Craft-repair,Transport-moving,Exec-managerial,Handlers-cleaners,Farming-fishing	Asian-Pac-Islander	377	<=50K
18-36	Assoc-voc,HS-grad	Never-married	Sales,Craft-repair,Transport-moving,Exec-managerial,Handlers-cleaners,Farming-fishing	Asian-Pac-Islander	608	<=50K
18-36	Assoc-voc,HS-grad	Never-married	Sales,Craft-repair,Transport-moving,Exec-managerial,Handlers-cleaners,Farming-fishing	Asian-Pac-Islander	1080	<=50K
18-36	Assoc-voc,HS-grad	Never-married	Sales,Craft-repair,Transport-moving,Exec-managerial,Handlers-cleaners,Farming-fishing	Asian-Pac-Islander	1107	<=50K
18-36	Assoc-voc,HS-grad	Never-married	Sales,Craft-repair,Transport-moving,Exec-managerial,Handlers-cleaners,Farming-fishing	Asian-Pac-Islander	1303	<=50K
18-36	Assoc-voc,HS-grad	Never-married	Sales,Craft-repair,Transport-moving,Exec-managerial,Handlers-cleaners,Farming-fishing	Asian-Pac-Islander	2135	<=50K
18-36	Assoc-voc,HS-grad	Never-married	Sales,Craft-repair,Transport-moving,Exec-managerial,Handlers-cleaners,Farming-fishing	Asian-Pac-Islander	4723	<=50K
18-36	Assoc-voc,HS-grad	Never-married	Sales,Craft-repair,Transport-moving,Exec-managerial,Handlers-cleaners,Farming-fishing	Asian-Pac-Islander	4930	<=50K
18-36	Assoc-voc,HS-grad	Never-married	Sales,Craft-repair,Transport-moving,Exec-managerial,Handlers-cleaners,Farming-fishing	Asian-Pac-Islander	9414	<=50K
18-36	Assoc-voc,HS-grad	Never-married	Sales,Craft-repair,Transport-moving,Exec-managerial,Handlers-cleaners,Farming-fishing	Asian-Pac-Islander	10998	<=50K
18-36	Assoc-voc,HS-grad	Never-married	Sales,Craft-repair,Transport-moving,Exec-managerial,Handlers-cleaners,Farming-fishing	Asian-Pac-Islander	11392	<=50K
18-36	Assoc-voc,HS-grad	Never-married	Sales,Craft-repair,Transport-moving,Exec-managerial,Handlers-cleaners,Farming-fishing	Asian-Pac-Islander	11893	<=50K
18-36	Assoc-voc,HS-grad	Never-married	Sales,Craft-repair,Transport-moving,Exec-managerial,Handlers-cleaners,Farming-fishing	Asian-Pac-Islander	13018	<=50K
18-36	Assoc-voc,HS-grad	Never-married	Sales,Craft-repair,Transport-moving,Exec-managerial,Handlers-cleaners,Farming-fishing	Asian-Pac-Islander	13666	<=50K
18-36	Assoc-voc,HS-grad	Never-married	Sales,Craft-repair,Transport-moving,Exec-managerial,Handlers-cleaners,Farming-fishing	Asian-Pac-Islander	14081	<=50K
18-36	Assoc-voc,HS-grad	Never-married	Sales,Craft-repair,Transport-moving,Exec-managerial,Handlers-cleaners,Farming-fishing	Asian-Pac-Islander	14140	<=50K
18-36	Assoc-voc,HS-grad	Never-married	Sales,Craft-repair,Transport-moving,Exec-managerial,Handlers-cleaners,Farming-fishing	Asian-Pac-Islander	14161	<=50K
18-36	Assoc-voc,HS-grad	Never-married	Sales,Craft-repair,Transport-moving,Exec-managerial,Handlers-cleaners,Farming-fishing	Asian-Pac-Islander	15421	<=50K
18-36	Assoc-voc,HS-grad	Never-married	Sales,Craft-repair,Transport-moving,Exec-managerial,Handlers-cleaners,Farming-fishing	Asian-Pac-Islander	16216	<=50K
18-36	Assoc-voc,HS-grad	Never-married	Sales,Craft-repair,Transport-moving,Exec-managerial,Handlers-cleaners,Farming-fishing	Asian-Pac-Islander	16444	<=50K
18-36	Assoc-voc,HS-grad	Never-married	Sales,Craft-repair,Transport-moving,Exec-managerial,Handlers-cleaners,Farming-fishing	Asian-Pac-Islander	19483	<=50K
18-36	Assoc-voc,HS-grad	Never-married	Sales,Craft-repair,Transport-moving,Exec-managerial,Handlers-cleaners,Farming-fishing	Asian-Pac-Islander	20819	<=50K
18-36	Assoc-voc,HS-grad	Never-married	Sales,Craft-repair,Transport-moving,Exec-managerial,Handlers-cleaners,Farming-fishing	Asian-Pac-Islander	20931	<=50K
18-36	Assoc-voc,HS-grad	Never-married	Sales,Craft-repair,Transport-moving,Exec-managerial,Handlers-cleaners,Farming-fishing	Asian-Pac-Islander	21060	<=50K
18-36	Assoc-voc,HS-grad	Never-married	Sales,Craft-repair,Transport-moving,Exec-managerial,Handlers-cleaners,Farming-fishing	Asian-Pac-Islander	21067	<=50K
18-36	Assoc-voc,HS-grad	Never-married	Sales,Craft-repair,Transport-moving,Exec-managerial,Handlers-cleaners,Farming-fishing	Asian-Pac-Islander	21079	<=50K
18-36	Assoc-voc,HS-grad	Never-married	Sales,Craft-repair,Transport-moving,Exec-managerial,Handlers-cleaners,Farming-fishing	Asian-Pac-Islander	21729	<=50K
18-36	Assoc-voc,HS-grad	Never-married	Sales,Craft-repair,Transport-moving,Exec-managerial,Handlers-cleaners,Farming-fishing	Asian-Pac-Islander	21800	<=50K
18-36	Assoc-voc,HS-grad	Never-married	Sales,Craft-repair,Transport-moving,Exec-managerial,Handlers-cleaners,Farming-fishing	Asian-Pac-Islander	22403	<=50K
18-36	Assoc-voc,HS-grad	Never-married	Sales,Craft-repair,Transport-moving,Exec-managerial,Handlers-cleaners,Farming-fishing	Asian-Pac-Islander	22456	<=50K
18-36	Assoc-voc,HS-grad	Never-married	Sales,Craft-repair,Transport-moving,Exec-managerial,Handlers-cleaners,Farming-fishing	Asian-Pac-Islander	24190	<=50K
18-36	Assoc-voc,HS-grad	Never-married	Sales,Craft-repair,Transport-moving,Exec-managerial,Handlers-cleaners,Farming-fishing	Asian-Pac-Islander	26192	<=50K
18-36	Assoc-voc,HS-grad	Never-married	Sales,Craft-repair,Transport-moving,Exec-managerial,Handlers-cleaners,Farming-fishing	Asian-Pac-Islander	26307	<=50K
18-36	Assoc-voc,HS-grad	Never-married	Sales,Craft-repair,Transport-moving,Exec-managerial,Handlers-cleaners,Farming-fishing	Asian-Pac-Islander	28410	<=50K
18-36	Assoc-voc,HS-grad	Never-married	Sales,Craft-repair,Transport-moving,Exec-managerial,Handlers-cleaners,Farming-fishing	Asian-Pac-Islander	28685	<=50K
18-36	Assoc-voc,HS-grad	Never-married	Sales,Craft-repair,Transport-moving,Exec-managerial,Handlers-cleaners,Farming-fishing	Asian-Pac-Islander	28745	<=50K
18-36	Assoc-voc,HS-grad	Never-married	Sales,Craft-repair,Transport-moving,Exec-managerial,Handlers-cleaners,Farming-fishing	Asian-Pac-Islander	31464	<=50K
18-36	Assoc-voc,HS-grad	Never-married	Sales,Craft-repair,Transport-moving,Exec-managerial,Handlers-cleaners,Farming-fishing	Asian-Pac-Islander	35625	<=50K
18-36	Assoc-voc,HS-grad	Never-married	Sales,Craft-repair,Transport-moving,Exec-managerial,Handlers-cleaners,Farming-fishing	Asian-Pac-Islander	35893	<=50K
18-36	Assoc-voc,HS-grad	Never-married	Sales,Craft-repair,Transport-moving,Exec-managerial,Handlers-cleaners,Farming-fishing	Asian-Pac-Islander	36031	<=50K
18-36	Assoc-voc,HS-grad	Never-married	Sales,Craft-repair,Transport-moving,Exec-managerial,Handlers-cleaners,Farming-fishing	Asian-Pac-Islander	38127	<=50K
18-36	Assoc-voc,HS-grad	Never-married	Sales,Craft-repair,Transport-moving,Exec-managerial,Handlers-cleaners,Farming-fishing	Asian-Pac-Islander	38310	<=50K
18-36	Assoc-voc,HS-grad	Never-married	Sales,Craft-repair,Transport-moving,Exec-managerial,Handlers-cleaners,Farming-fishing	Asian-Pac-Islander	41747	<=50K
18-36	Assoc-voc,HS-grad	Never-married	Sales,Craft-repair,Transport-moving,Exec-managerial,Handlers-cleaners,Farming-fishing	Asian-Pac-Islander	41842	<=50K
18-36	Assoc-voc,HS-grad	Never-married	Sales,Craft-repair,Transport-moving,Exec-managerial,Handlers-cleaners,Farming-fishing	Asian-Pac-Islander	41900	<=50K
18-36	Assoc-voc,HS-grad	Never-married	Sales,Craft-repair,Transport-moving,Exec-managerial,Handlers-cleaners,Farming-fishing	Asian-Pac-Islander	44330	<=50K
18-36	Assoc-voc,HS-grad	Never-married	Sales,Craft-repair,Transport-moving,Exec-managerial,Handlers-cleaners,Farming-fishing	Asian-Pac-Islander	45196	<=50K
18-36	Assoc-voc,HS-grad	Never-married	Sales,Craft-repair,Transport-moving,Exec-managerial,Handlers-cleaners,Farming-fishing	Asian-Pac-Islander	45571	<=50K
18-36	Assoc-voc,HS-grad	Never-married	Sales,Craft-repair,Transport-moving,Exec-managerial,Handlers-cleaners,Farming-fishing	Asian-Pac-Islander	45769	<=50K
18-36	Assoc-voc,HS-grad	Never-married	Sales,Craft-repair,Transport-moving,Exec-managerial,Handlers-cleaners,Farming-fishing	Asian-Pac-Islander	45777	<=50K
18-36	Assoc-voc,HS-grad	Never-married	Sales,Craft-repair,Transport-moving,Exec-managerial,Handlers-cleaners,Farming-fishing	Asian-Pac-Islander	47270	<=50K
18-36	Assoc-voc,HS-grad	Never-married	Sales,Craft-repair,Transport-moving,Exec-managerial,Handlers-cleaners,Farming-fishing	Asian-Pac-Islander	40121	>50K
24-30	11th	Married-civ-spouse	Transport-moving,Craft-repair,Handlers-cleaners	Asian-Pac-Islander	20113	<=50K
24-30	11th	Married-civ-spouse	Transport-moving,Craft-repair,Handlers-cleaners	Asian-Pac-Islander	35792	<=50K
24-30	11th	Married-civ-spouse	Transport-moving,Craft-repair,Handlers-cleaners	Asian-Pac-Islander	46217	<=50K
24-30	11th	Married-civ-spouse	Transport-moving,Craft-repair,Handlers-cleaners	Asian-Pac-Islander	2947	>50K
22-33	Assoc-acdm,5th-6th	Married-civ-spouse	Sales,Craft-repair,Transport-moving,Exec-managerial,Farming-fishing	Asian-Pac-Islander	7059	<=50K
22-33	Assoc-acdm,5th-6th	Married-civ-spouse	Sales,Craft-repair,Transport-moving,Exec-managerial,Farming-fishing	Asian-Pac-Islander	22287	<=50K
22-33	Assoc-acdm,5th-6th	Married-civ-spouse	Sales,Craft-repair,Transport-moving,Exec-managerial,Farming-fishing	Asian-Pac-Islander	27682	<=50K
22-33	Assoc-acdm,5th-6th	Married-civ-spouse	Sales,Craft-repair,Transport-moving,Exec-managerial,Farming-fishing	Asian-Pac-Islander	29606	<=50K
22-33	Assoc-acdm,5th-6th	Married-civ-spouse	Sales,Craft-repair,Transport-moving,Exec-managerial,Farming-fishing	Asian-Pac-Islander	48022	<=50K
22-33	Assoc-acdm,5th-6th	Married-civ-spouse	Sales,Craft-repair,Transport-moving,Exec-managerial,Farming-fishing	Asian-Pac-Islander	18790	>50K
19-32	10th,5th-6th,11th	Never-married	Transport-moving,Sales,Craft-repair	Asian-Pac-Islander	4312	<=50K
19-32	10th,5th-6th,11th	Never-married	Transport-moving,Sales,Craft-repair	Asian-Pac-Islander	25958	<=50K
19-32	10th,5th-6th,11th	Never-married	Transport-moving,Sales,Craft-repair	Asian-Pac-Islander	29403	<=50K
19-32	10th,5th-6th,11th	Never-married	Transport-moving,Sales,Craft-repair	Asian-Pac-Islander	31189	<=50K
19-32	10th,5th-6th,11th	Never-married	Transport-moving,Sales,Craft-repair	Asian-Pac-Islander	43043	<=50K
19-32	10th,5th-6th,11th	Never-married	Transport-moving,Sales,Craft-repair	Asian-Pac-Islander	44974	<=50K
19-32	10th,5th-6th,11th	Never-married	Transport-moving,Sales,Craft-repair	Asian-Pac-Islander	24914	>50K
24-36	10th,Assoc-acdm	Separated	Sales,Craft-repair	Asian-Pac-Islander	10555	<=50K
24-36	10th,Assoc-acdm	Separated	Sales,Craft-repair	Asian-Pac-Islander	45687	>50K
17-35	Some-college,10th,Assoc-acdm	Never-married,Separated,Married-civ-spouse	Sales,Craft-repair,Exec-managerial,Handlers-cleaners	Amer-Indian-Eskimo	6411	<=50K
17-35	Some-college,10th,Assoc-acdm	Never-married,Separated,Married-civ-spouse	Sales,Craft-repair,Exec-managerial,Handlers-cleaners	Amer-Indian-Eskimo	7508	<=50K
17-35	Some-college,10th,Assoc-acdm	Never-married,Separated,Married-civ-spouse	Sales,Craft-repair,Exec-managerial,Handlers-cleaners	Amer-Indian-Eskimo	9157	<=50K
17-35	Some-college,10th,Assoc-acdm	Never-married,Separated,Married-civ-spouse	Sales,Craft-repair,Exec-managerial,Handlers-cleaners	Amer-Indian-Eskimo	11509	<=50K
17-35	Some-college,10th,Assoc-acdm	Never-married,Separated,Married-civ-spouse	Sales,Craft-repair,Exec-managerial,Handlers-cleaners	Amer-Indian-Eskimo	16493	<=50K
17-35	Some-college,10th,Assoc-acdm	Never-married,Separated,Married-civ-spouse	Sales,Craft-repair,Exec-managerial,Handlers-cleaners	Amer-Indian-Eskimo	19870	<=50K
17-35	Some-college,10th,Assoc-acdm	Never-married,Separated,Married-civ-spouse	Sales,Craft-repair,Exec-managerial,Handlers-cleaners	Amer-Indian-Eskimo	22785	<=50K
17-35	Some-college,10th,Assoc-acdm	Never-married,Separated,Married-civ-spouse	Sales,Craft-repair,Exec-managerial,Handlers-cleaners	Amer-Indian-Eskimo	22863	<=50K
17-35	Some-college,10th,Assoc-acdm	Never-married,Separated,Married-civ-spouse	Sales,Craft-repair,Exec-managerial,Handlers-cleaners	Amer-Indian-Eskimo	23442	<=50K
17-35	Some-college,10th,Assoc-acdm	Never-married,Separated,Married-civ-spouse	Sales,Craft-repair,Exec-managerial,Handlers-cleaners	Amer-Indian-Eskimo	25978	<=50K
17-35	Some-college,10th,Assoc-acdm	Never-married,Separated,Married-civ-spouse	Sales,Craft-repair,Exec-managerial,Handlers-cleaners	Amer-Indian-Eskimo	30393	<=50K
17-35	Some-college,10th,Assoc-acdm	Never-married,Separated,Married-civ-spouse	Sales,Craft-repair,Exec-managerial,Handlers-cleaners	Amer-Indian-Eskimo	33660	<=50K
